,Palabra clave,Texto editado,Es Eufemistico,Categoria,Fuente,Fuente de Origen (Bibliografia),Pais,Observations
177,Salida voluntaria,"Con la “salida voluntaria” de Julen Urigüen, Guatemala perdió a su carta ganadora en la Copa del Café y quedó a merced del potencial mostrado por tenistas de diversos países, que el martes eliminaron a la mayoría de compatriotas. En singles, Santiago Centeno se quedó en segunda ronda tras caer 4-6 y 2-6 ante el venezolano Jesús Bandres, quien avanzó a la tercera fase.",1,"Actualidad, ocio y vida cotidiana",REA (Corpes Siglo XXI),"Suncar, Joel: «Paulina Schippers fue la única guatemalteca que avanzó en dobles, de la Copa del Café de tenis, celebrada en Costa Rica». Diario de Centro América. Guatemala: dca.gob.gt, 2009-01-08",Guatemala,
178,Salida voluntaria,"La cadena de renuncias y destituciones protagonizadas por cruceños, que comenzó el 19 de enero con la dimisión del ministro de Obras Públicas, Salvador Ric, siguió el martes pasado con el cese dado por Morales al titular de Agricultura, Hugo Salvatierra, y se completó el viernes con la “salida voluntaria” del presidente de la petrolera estatal, Juan Carlos Ortiz, destacó Efe.",1,Politica-Economia-Justicia,REA (Corpes Siglo XXI),«Oposición boliviana pierde participación en Gobierno». Caracas: 2007-01-28,Venezuela,
179,Salida voluntaria,"Esa misma mañana, visité al señor Ministro para convencerlo de que yo nada tenía que ver con aquella ""salida voluntaria"" de Pachito, del penal y que, más bien, en lo que sí tenía que ver era con la visita a esa Suite 929 del Gran Hotel Imperial, para saborear la exquisita y tranquila cena de a dos que aún teníamos pendiente y, humildemente, le pedía audiencia para esa misma noche pues, cuanto antes, mejor.",1,Novela,REA (Corpes Siglo XXI),"Pedraza Pérez del Castillo, Pilar: Mujer escorpión. Novela inédita. La Paz: s. n., 2001",Bolivia,
180,Salida voluntaria,"En la rueda de prensa ""Baby Doc"", como era conocido, que tiene impedimento de salida, también expresó su ""simpatía"" a sus partidarios que, según dijo, fueron hostigados después de su ""salida voluntaria"" del país el 7 de febrero de 1986 para facilitar, señaló, la resolución de la crisis política. Subrayó que ""miles"" de sus seguidores fueron ""cobardemente asesinados y sus hogares y sus bienes saqueados"".",1,Politica-Economia-Justicia,REA (Corpes Siglo XXI),"«Exdictador Duvalier llama a reconciliación y lamenta víctimas de régimen». Santo Domingo: listin.com.do, 2011-01-22
",Republica Dominicana,
181,Salida voluntaria,"Boraschi advirtió de que fue una “salida voluntaria” de Aponte, pues contra él no existe ninguna orden de captura internacional por algún delito. El viceministro dijo que el avión salió con rumbo a Estados Unidos. El periodista independiente Casto Ocampo, radicado en Estados Unidos, confirmó a La Nación, vía telefónica, que Aponte arribó a EE.UU., pero procedente de Puerto Rico. Agregó que ayer se encontraba en Washington.",1,Politica-Economia-Justicia,REA (Corpes Siglo XXI),"Arguedas C., Carlos: «Avión de la DEA llevó a EE. UU. a exmagistrado venezolano». La Nación. San José: 2012-04-18",Costa Rica,
182,Salida voluntaria,"Libertad a la que los mismos se han acogido, ciertamente, en grado, a veces, pleno. De ese modo, la Directiva ha venido a reconocer la competencia de aquellos para adoptar decisiones de retorno; facilitar la “salida voluntaria”, imponer la expulsión inmediata y acordar la prohibición de entrada, a través de una mera decisión o acto administrativo, sin perjuicio de las excepciones que se contemplan. ",1,Politica-Economia-Justicia,REA (Corpes Siglo XXI),"Porras Ramírez, José María: «EL SISTEMA EUROPEO COMÚN DE ASILO Y LA CRISIS DE LOS REFUGIADOS. UN NUEVO DESAFÍO DE LA GLOBALIZACIÓN». Revista de Estudios Políticos. Madrid: 2017-03-15",España,
183,Salida voluntaria,"Mira, he escuchado muchos de esos planes de regreso, incluso un amigo del comité trabaja para uno y hasta donde sé hay “salida voluntaria” pero si te pagas el pasaje. ¿Si quieres puedo llamarlo y...?",0,Teatro,REA (Corpes Siglo XXI),"Cortez, Cristian: Cucarachas. s.l.: s.n., 2010",Ecuador,
184,Salida voluntaria,"Está dispuesto a salir de los Estados Unidos en la fecha que le indique? ¿Tiene los medios para dejar el país? ¿Puede obtener los documentos para salir? El gobierno le acaba de conceder “salida voluntaria”, si no sale del país el 26 de mayo de 2010 no podrá volver a ingresar al territorio de los Estados Unidos en los siguientes x años y perderá la fianza de 500 dólares. Si no paga la fianza se le cancelará la salida voluntaria. Y finaliza: Is there any further question? No.",0,Politica-Economia-Justicia,REA (Corpes Siglo XXI),"Rocha, José Luis: «Doce días por la ruta del rechazo». Envio digital. Managua: envio.org.ni, 2010-03",Nicaragua,
185,Salida voluntaria,"Según el caso, el ritual puede prolongarse: Levante la mano derecha para ser juramentado. ¿Jura decir la verdad, toda la verdad y nada más que la verdad ante Dios? ¿Está dispuesto a salir de los Estados Unidos en la fecha que le indique? ¿Tiene los medios para dejar el país? ¿Puede obtener los documentos para salir? El gobierno le acaba de conceder salida voluntaria, si no sale del país el 26 de mayo de 2010 no podrá volver a ingresar al territorio de los Estados Unidos en los siguientes x años y perderá la fianza de 500 dólares. Si no paga la fianza se le cancelará la “salida voluntaria”. ",0,Politica-Economia-Justicia,REA (Corpes Siglo XXI),"Rocha, José Luis: «Doce días por la ruta del rechazo». Envio digital. Managua: envio.org.ni, 2010-03",Nicaragua,
186,Desaparición forzada,"El conflicto armado interno sufrido durante 36 años dejó a Guatemala un legado de desolación y muerte, difícil de superar en el contexto centroamericano y mundial. La Comisión para el Esclarecimiento Histórico (CEH) documentó 42,275 casos de víctimas del conflicto armado, estimando, con información complementaria, que la cifra total de víctimas ""llega a las 200,000 personas"". En este sentido también estableció que ""de los casos que puntualmente verificó, 23,671 corresponden a ejecuciones arbitrarias, 6,159 casos de “desaparición forzada”, y que de las víctimas plenamente identificadas 83 por ciento eran mayas y 17 por ciento ladinos"".",1,Politica-Economia-Justicia,REA (Corpes Siglo XXI),"Fundación Myrna Mack: Apuntes sobre los engranajes de la impunidad en casos de violaciones a los derechos humanos en Guatemala. Guatemala: Fundación Myrna Mack, 2004",Guatemala,
187,Desaparición forzada,"La Comisión Permanente del Congreso resolvió acusar constitucionalmente al ex presidente Alberto Fujimori por su complicidad en dos crímenes de lesa humanidad. El informe de la comisión investigadora que presidió el parlamentario Daniel Estrada Pérez, que sindica a Fujimori como presunto autor de los delitos de asesinato, homicidio calificado, “desaparición forzada” y lesiones graves, fue aprobado por 11 votos a 7 y ninguna abstención.",1,Politica-Economia-Justicia,REA (Corpes Siglo XXI),«Acusan a Fujimori por asesinato y desaparición de personas». Clarín. Buenos Aires: 2001-06-12,Argentina,
188,Desaparición forzada,"El artículo III de dicha Convención establece que: ""Los Estados partes se comprometen a adoptar, con arreglo a sus procedimientos constitucionales, las medidas legislativas que fueren necesarias para tipificar como delito la “desaparición forzada” de personas, y a imponerle una pena apropiada que tenga en cuenta su extrema gravedad"". Hasta donde yo sé el Estado uruguayo no dictó ninguna ley que incluyera en nuestro ordenamiento jurídico la mencionada ""figura"" o ""tipo"" delictivo. ",1,Politica-Economia-Justicia,REA (Corpes Siglo XXI),«El caso Blanco (II)». El Pais. Montevideo: 2002-11-05,Uruguay,
189,Desaparición forzada,"Otros de los casos de obstaculización de la justicia por parte del Ejército, lo constituye el caso de la “desaparición forzada” de Ronald Homero Mota –1990– por parte de elementos de las fuerzas de seguridad, en el departamento de Sololá. El jefe del destacamento militar de Cantón Panabaj impidió a un juez competente la práctica de una exhibición personal a favor del señor Homero Mota, a pesar de que había conocimiento cierto que esta persona se encontraba en dichas instalaciones.",1,Politica-Economia-Justicia,REA (Corpes Siglo XXI),"Fundación Myrna Mack: Apuntes sobre los engranajes de la impunidad en casos de violaciones a los derechos humanos en Guatemala. Guatemala: Fundación Myrna Mack, 2004",Guatemala,
190,Desaparición forzada,"Papá: Hoy se cumplen 29 años de tu “desaparición forzada”. Un día como hoy, agentes de la Brigada Blanca te secuestraron y te llevaron al Campo Militar Número Uno. Ahí estaban, entre otros torturadores, Jorge Obregón Lima, Jesús Miyazawa Alvarez, José Salomón Tanús y Miguel Nassar Haro. En ese momento el presidente era José López Portillo.",1,Ciencias Sociales,REA (Corpes Siglo XXI),"Ramírez Hernández, Tania; Ramírez Hernández, Pável: «Carta de los hijos de desaparecido político». La Jornada. México, D. F. 2006-06-11",Mexico,
