,Palabra clave,Texto editado,Es Eufemistico,Categoria,Fuente,Fuente de Origen (Bibliografia),Pais,Observations,,,,,,,,,,,,,,,,,,
150,Ajuste de plantilla,"La aprobación de esta normativa es la luz verde que esperaba la Sociedad Estatal de Participaciones Industriales (SEPI) para reactivar el severo “ajuste de plantilla” diseñado para RTVE, que prevé la salida de 3.133 empleados, el 39 por ciento de los trabajadores con contrato fijo o indefinido. La cifra aumenta hasta el 44 por ciento si se computan los contratos por obra o artísticos.",1,Arte y Cultura,REA (Corpes Siglo XXI),"«El Congreso ratifica hoy la ley de RTVE y empieza el ERE, que afectará a los mayores de 52 años» Madrid: 2006-05-11",España,,,,,,,,,,,,,,,,,,,
151,Ajuste de plantilla,"Uno de los elementos que se deben concretar en los próximos días es el del “ajuste de plantilla” que será necesario acometer para que ATB desarrolle su plan industrial. Según las estimaciones que existen en estos momentos, unos 265 trabajadores deberán abandonar la nómina de Babcock; la mayor parte de ellos, por la vía de las jubilaciones anticipadas —los nacidos entre 1950 y 1952—. No se descarta, sin embargo, que haya también una oferta de indemnizaciones para conseguir algunas bajas adicionales. Otro de los elementos en discusión es el nivel de cobertura salarial que recibirán los prejubilados. Los sindicatos no aceptarán un trato menos favorable que el aplicado en el ajuste de 2001.",1,Politica-Economia-Justicia,REA (Corpes Siglo XXI),"«Borsig vende Babcock España al grupo austríaco ATB por sólo 100.000 euros El nuevo propietario se ha comprometido a trasladar carga de trabajo de forma inmediata a la planta vizcaína de Galindo La plantilla sufrirá un recorte superior a los 250 trabajadores MANU ÁLVAREZ. / DV. BILBAO». El Diario Vasco. San Sebastián: Digital Vasca, S. A., 2004-01-23
",España,,,,,,,,,,,,,,,,,,,
152,Ajuste de plantilla,"El “ajuste de plantilla” afectaría a 512 empleados, entre tripulantes de cabina y pilotos, que se desglosan en 164 personas en Girona, 156 en Tenerife Sur, 110 en Gran Canaria y 82 en Lanzarote. El secretario de organización de USO Ryanair, Jairo Gonzalo, ha confirmado que los empleados han recibido esta notificación por parte de la aerolínea irlandesa cuando el sindicato estaba reunido con la dirección de la compañía.",1,Politica-Economia-Justicia,REA (Corpes Siglo XXI),«¿Podrás seguir volando con Ryanair en Canarias?». ABC. Madrid: 2019-08-23,España,,,,,,,,,,,,,,,,,,,
153,Ajuste de plantilla,General Dynamics garantiza el mantenimiento de la plantilla actual durante cinco años e incluso a partir del año dos mil tres un incremento de esa misma plantilla mientras que en el caso de Krauss–Maffei estaban considerándose como imprescindibles unas reducciones y un “ajuste de plantilla” de cerca de cuarenta por cien de la misma por lo tanto el proceso creo que es enormemente positivo así lo estima el Gobierno y de ahí su aprobación en el día de hoy también en lo que se refiere a la Sociedad Estatal de Participaciones Industriales hoy el Consejo ha autorizado a vender su participación en la empresa Conversión.,1,Entrevista,REA (Corpes Siglo XXI),"Nombre: Cabanillas Alonso, Pío. Sexo: hombre. Grupo de edad: 35-54. Nivel de estudios: superior. Profesión: ministro portavoz del Gobierno de España",España,,,,,,,,,,,,,,,,,,,
154,Ajuste de plantilla,"El “ajuste de plantilla” de la mayoría de las empresas se ha llevado a cabo a partir de la no renovación, así ha sido en los últimos dos años y seguirá siendo, pero ya no quedan tantos, y ahora toca adentrarse en el siniestro mundo de los indefinidos. Para eso se aprueban reformas laborales y gaitas con mayonesa.",1,Politica-Economia-Justicia,REA (Corpes Siglo XXI),"Vidal, Marc: Contra la cultura del subsidio: la microburguesía low cost y su escasa iniciativa empresarial. Barcelona: Gestión 2000, 2010",España,,,,,,,,,,,,,,,,,,,
155,Ajuste de plantilla,"Eran las ocho y veinte de la mañana y la situación sin Torres empezaba a ser asumida por los trabajadores de la cadena. El paso del tiempo sin noticias del periodista había rebajado la sensación de incertidumbre hasta convertirla en una especie de recelo más propio de un inminente “ajuste de plantilla” o un cambio de jefatura. Es sorprendente lo fácil que nos acostumbramos a una nueva circunstancia. Hasta que apareció Susana, la chica encargada de dar los partes horarios de noticias. Gritaba histérica algo por lo que en otro momento tal vez habría tenido que dar explicaciones.",1,Novela,REA (Corpes Siglo XXI),"Santos Unamuno, Carlos: Cabello de ángel. Madrid: Bubok, 2011",España,,,,,,,,,,,,,,,,,,,
156,Ajuste de plantilla,El “ajuste de plantilla” también afectará a las tiendas de Gran Bretaña e Irlanda.,1,Politica-Economia-Justicia,REA (Corpes Siglo XXI),"«CIERRE. El grupo comercial cerrará sus 38 centros de Europa continental, incluidos los nueve de España». El Norte de Castilla. Valladolid: 2001-03-30",España,,,,,,,,,,,,,,,,,,,
157,Ajuste de plantilla,"En septiembre, el grupo automovilístico anunció un “ajuste de plantilla” que afectará a 14.000 trabajadores de la compañía en toda Europa, el 11,4% de sus empleados en el Viejo Continente, donde da trabajo a 123.000 personas. El recorte de plantilla se efectuará hasta finales de 2008 y se realizará principalmente a las instalaciones del grupo en Alemania.",1,Politica-Economia-Justicia,REA (Corpes Siglo XXI),«Volkswagen seguirá con su plan de recortar 14.000 empleos a pesar del aumento de los beneficios». Madrid:  2006-03-07,España,,,,,,,,,,,,,,,,,,,
158,Ajuste de plantilla,Latinoamérica se verá muy afectada por el “ajuste de plantilla” de Chrysler que suprimirá 26.000 empleos.,1,Politica-Economia-Justicia,REA (Corpes Siglo XXI),"«EFE. / WASHINGTON». El Diario Vasco. San Sebastián: Sociedad Vascongada de Publicaciones, 2001-01-31",España,,,,,,,,,,,,,,,,,,,
159,Ajuste de plantilla,"El “ajuste de plantilla” se completará de forma paralela mediante bajas incentivadas, instrumentalizadas dentro del citado ERE, para todos aquellos que no se encuentren en el grupo de edad afectado (52 años en adelante). en cualquier caso, estas extinciones de contrato serán voluntarias por parte de los trabajadores, negociadas de manera individual según los casos y supeditadas a su aceptación por la Dirección de RTVE para minimizar su impacto en la estructura de la compañía.",1,Arte y Cultura,REA (Corpes Siglo XXI),"«El Congreso ratifica hoy la ley de RTVE y empieza el ERE, que afectará a los mayores de 52 años» Madrid: 2006-05-11",España,,,,,,,,,,,,,,,,,,,
160,Redimensionamiento,"En mayo de 1994, luego de un proceso de “redimensionamiento” y reestructuración de la empresa iniciado en febrero de 1992, se declaró desierto el concurso internacional convocado para la transferencia de la empresa al sector privado por ausencia de postores. ",1,Politica-Economia-Justicia,REA (Corpes Siglo XXI),"Ruiz Caro, Ariela: El proceso de privatizaciones en el Perú durante el período 1991-2002. Santiago de Chile: Naciones Unidas, CEPAL, 2002",Peru,,,,,,,,,,,,,,,,,,,
161,Redimensionamiento,"La dimensión política y de ciudadanización trabaja, a su vez, la capacidad de generar cultura democrática desde la escuela, y por esta vía ayuda al “redimensionamiento” de lo público, incluyendo lo cotidiano. Desde esta dimensión se trabaja conceptual y procedimentalmente la gestión democrática de los procesos de construcción de conocimiento, de su uso y su validación, no sólo al interior de la institución educativa, sino también en la comunidad.",1,Ciencias Sociales,REA (Corpes Siglo XXI),"Gimeno, Mª Consuelo: Las ciencias sociales en los procesos educativos de sujetos democráticos. Santo Domingo: Centro Cultural Poveda, 2001",Republica Dominicana,,,,,,,,,,,,,,,,,,,
162,Redimensionamiento,"Así lo confesó Martínez de Hoz, ministro de Economía de esa dictadura, cuando le dijo al diario La Prensa, el 12 de noviembre de 1978, preanunciando los planes de entrega de los últimos gobiernos: ""Que lo fundamental es el “redimensionamiento” del Estado y que se liquidarán o privatizarán 39 empresas nacionales y 40 provinciales. Por ahora avanzamos lentamente, como si fuéramos cuesta arriba; luego en el llano, iremos más rápidamente. Y finalmente, puede ocurrir que vayamos barranca abajo, y a toda velocidad""",1,Politica-Economia-Justicia,REA (Corpes Siglo XXI),"Pacheco, Santiago: La guerra de las Malvinas. Buenos Aires: Agora, 2001",Argentina,,,,,,,,,,,,,,,,,,,
163,Sobrepeso,"No quisiera insistir sobre el punto... ¿Sabe lo que pasó al comienzo, al inicio de todo? Cambio de paisaje. Cambio de carácter. Lo que era una cosa, fue otra. Los con “sobrepeso” adelgazaron. Los delgados engordaron hasta reventar. Los tímidos florecieron. Los cancheros se intimidaron. Los bondadosos se envilecieron. Los tramposos se limpiaron. La televisión por cable se humanizó. La televisión abierta se espiritualizó. Los McDonalds se sofisticaron. Cambio de temperamento. Los que eran una cosa fueron otra.",1,Teatro,REA (Corpes Siglo XXI),"Galemiri, Benjamín: Edipo asesor. Santiago de Chile: Secretaría de Comunicación y Cultura (SECC), 2001",Chile,,,,,,,,,,,,,,,,,,,
164,Sobrepeso,"En otros resultados de los judokas pinoleros, Judith Calero (78 kilos) y Maricela Lazo (57) concluyeron en el cuarto lugar. Oscar Bojorge en los 73 fue descalificado por “sobrepeso”. En tiro deportivo, la selección compuesta por Norman Ortega, Evelio Gutiérrez y Pablo Guerrero, se clasificaron en el cuarto lugar a las finales de Tiro Rápido a 25 Metros con Pistola.",1,"Actualidad, ocio y vida cotidiana",REA (Corpes Siglo XXI),"Padilla, Hijalmar: «Milton cumplió». La Prensa. Managua: 2001-11-30",Nicaragua,,,,,,,,,,,,,,,,,,,
165,Sobrepeso,"Entre 1976 y 1998 el número de niños con peso deficiente al nacer (bajo tres kilos) ha registrado una sostenida baja. Si bien ello es positivo y refleja una población mejor alimentada y un país más desarrollado, el otro lado de la moneda se expresa en que en el mismo período los alumbramientos con “sobrepeso” natal (igual o superior a los 4 kilos) ha experimentado un aumento de un 167%.",1,Salud,REA (Corpes Siglo XXI),"Pereira, Jorge: «Entre 1976 y 1998 el número de guaguas nacidas con cuatro kilos o más se ha incrementado en un 167%. Aumentan nacidos con sobrepeso durante las últimas dos décadas». La Tercera. Santiago de Chile: 2001-05-18",Chile,,,,,,,,,,,,,,,,,,,
